"SEQ","JFAGY code","Allergen Term（JP）","Furigana（JP）","Allergen Term（EN）","Level","Main 100","Clinical Guideline","変更区分","収載日","終了日"
"269","GCM1211401A1ZZZ","【成分名】プロカイン塩酸塩","","","1","","","1","00000000","99999999"
"270","GCM1211700X1ZZZ","【成分名】パラブチルアミノ安息香酸ジエチルアミノエチル塩酸塩","","","1","","","1","00000000","99999999"
"271","GCM1212001X1ZZZ","【成分名】アミノ安息香酸エチル","","","1","","","1","00000000","99999999"
"272","GCM1213700X1ZZZ","【成分名】ジブカイン塩酸塩","","","1","","","1","00000000","99999999"
"273","GCM1214001Q1ZZZ","【成分名】リドカイン塩酸塩","","","1","","","1","00000000","99999999"
"274","GCM1214400A1ZZZ","【成分名】リドカイン塩酸塩・アドレナリン","","","1","","","1","00000000","99999999"
"275","GCM1214401A1ZZZ","【成分名】リドカイン","","","1","","","1","00000000","99999999"
"276","GCM1214402A1ZZZ","【成分名】メピバカイン塩酸塩","","","1","","","1","00000000","99999999"
"277","GCM1214403A1ZZZ","【成分名】ブピバカイン塩酸塩水和物","","","1","","","1","00000000","99999999"
"278","GCM1214405A1ZZZ","【成分名】ロピバカイン塩酸塩水和物","","","1","","","1","00000000","99999999"
"279","GCM1214407A1ZZZ","【成分名】塩酸レボブピバカイン","","","1","","","1","00000000","99999999"
"280","GCM1219002D1ZZZ","【成分名】オキセサゼイン","","","1","","","1","00000000","99999999"
"281","GCM1219003D1ZZZ","【成分名】ピペリジノアセチルアミノ安息香酸エチル","","","1","","","1","00000000","99999999"
"282","GCM1219800N1ZZZ","【成分名】リドカイン・プロピトカイン配合剤","","","1","","","1","00000000","99999999"
"283","GCM1224400A1ZZZ","【成分名】スキサメトニウム塩化物水和物","","","1","","","1","00000000","99999999"
"284","GCM1225001F1ZZZ","【成分名】クロルフェネシンカルバミン酸エステル","","","1","","","1","00000000","99999999"
"285","GCM1225003D1ZZZ","【成分名】メトカルバモール","","","1","","","1","00000000","99999999"
"286","GCM1229002M1ZZZ","【成分名】ダントロレンナトリウム水和物","","","1","","","1","00000000","99999999"
"287","GCM1229401A1ZZZ","【成分名】プリジノールメシル酸塩","","","1","","","1","00000000","99999999"
"288","GCM1229403F1ZZZ","【成分名】ベクロニウム臭化物","","","1","","","1","00000000","99999999"
"289","GCM1229404D1ZZZ","【成分名】Ａ型ボツリヌス毒素","","","1","","","1","00000000","99999999"
"290","GCM1229405A1ZZZ","【成分名】ロクロニウム臭化物","","","1","","","1","00000000","99999999"
"291","GCM1229406A1ZZZ","【成分名】Ｂ型ボツリヌス毒素","","","1","","","1","00000000","99999999"
"292","GCM1229407E1ZZZ","【成分名】インコボツリヌストキシンＡ","","","1","","","1","00000000","99999999"
"293","GCM1231001F1ZZZ","【成分名】アンベノニウム塩化物","","","1","","","1","00000000","99999999"
"294","GCM1231004B1ZZZ","【成分名】ベタネコール塩化物","","","1","","","1","00000000","99999999"
"295","GCM1231008F1ZZZ","【成分名】プロパンテリン臭化物","","","1","","","1","00000000","99999999"
"296","GCM1231009F1ZZZ","【成分名】メペンゾラート臭化物","","","1","","","1","00000000","99999999"
"297","GCM1231010M1ZZZ","【成分名】アクラトニウムナパジシル酸塩","","","1","","","1","00000000","99999999"
"298","GCM1231013D1ZZZ","【成分名】チキジウム臭化物","","","1","","","1","00000000","99999999"
"299","GCM1231014F1ZZZ","【成分名】ジスチグミン臭化物","","","1","","","1","00000000","99999999"
"300","GCM1232400X1ZZZ","【成分名】アセチルコリン塩化物","","","1","","","1","00000000","99999999"
"301","GCM1233001B1ZZZ","【成分名】ネオスチグミン臭化物","","","1","","","1","00000000","99999999"
"302","GCM1233400A2ZZZ","【成分名】ネオスチグミンメチル硫酸塩","","","1","","","1","00000000","99999999"
"303","GCM1233500G1ZZZ","【成分名】ネオスチグミンメチル硫酸塩・アトロピン硫酸塩水和物","","","1","","","1","00000000","99999999"
"304","GCM1239003F1ZZZ","【成分名】ピリドスチグミン臭化物","","","1","","","1","00000000","99999999"
"305","GCM1239101F1ZZZ","【成分名】メペンゾラート臭化物・フェノバルビタール","","","1","","","1","00000000","99999999"
"306","GCM1242002F1ZZZ","【成分名】ブチルスコポラミン臭化物","","","1","","","1","00000000","99999999"
"307","GCM1242003D1ZZZ","【成分名】ブトロピウム臭化物","","","1","","","1","00000000","99999999"
"308","GCM1242006F1ZZZ","【成分名】Ｎメチルスコポラミンメチル硫酸塩","","","1","","","1","00000000","99999999"
"309","GCM1242008X1ZZZ","【成分名】アトロピン硫酸塩水和物","","","1","","","1","00000000","99999999"
"310","GCM1242400A1ZZZ","【成分名】スコポラミン臭化水素酸塩水和物","","","1","","","1","00000000","99999999"
"311","GCM1243001X1ZZZ","【成分名】パパベリン塩酸塩","","","1","","","1","00000000","99999999"
"312","GCM1244400A1ZZZ","【成分名】硫酸マグネシウム水和物・ブドウ糖","","","1","","","1","00000000","99999999"
"313","GCM1244401A1ZZZ","【成分名】硫酸マグネシウム水和物","","","1","","","1","00000000","99999999"
"314","GCM1249004F1ZZZ","【成分名】ピペリドレート塩酸塩","","","1","","","1","00000000","99999999"
"315","GCM1249005C1ZZZ","【成分名】チメピジウム臭化物水和物","","","1","","","1","00000000","99999999"
"316","GCM1249006F1ZZZ","【成分名】バクロフェン","","","1","","","1","00000000","99999999"
"317","GCM1249007F1ZZZ","【成分名】フロプロピオン","","","1","","","1","00000000","99999999"
"318","GCM1249008F1ZZZ","【成分名】アフロクアロン","","","1","","","1","00000000","99999999"
"319","GCM1249009D1ZZZ","【成分名】エペリゾン塩酸塩","","","1","","","1","00000000","99999999"
"320","GCM1249010D1ZZZ","【成分名】チザニジン塩酸塩","","","1","","","1","00000000","99999999"
"321","GCM1249351B1ZZZ","【成分名】ロートエキス","","","1","","","1","00000000","99999999"
"322","GCM1259700Q1ZZZ","【成分名】ソフピロニウム臭化物","","","1","","","1","00000000","99999999"
"323","GCM1259701X1ZZZ","【成分名】グリコピロニウムトシル酸塩水和物","","","1","","","1","00000000","99999999"
"324","GCM1259702Q1ZZZ","【成分名】オキシブチニン塩酸塩","","","1","","","1","00000000","99999999"
"325","GCM1290001M1ZZZ","【成分名】タファミジスメグルミン","","","1","","","1","00000000","99999999"
"326","GCM1290400A1ZZZ","【成分名】パチシランナトリウム","","","1","","","1","00000000","99999999"
"327","GCM1290401G1ZZZ","【成分名】ブトリシランナトリウム","","","1","","","1","00000000","99999999"
"328","GCM1290402G1ZZZ","【成分名】ジフェリケファリン酢酸塩","","","1","","","1","00000000","99999999"
"329","GCM1311701Q1ZZZ","【成分名】シクロペントラート塩酸塩","","","1","","","1","00000000","99999999"
"330","GCM1311702Q1ZZZ","【成分名】フェニレフリン塩酸塩","","","1","","","1","00000000","99999999"
"331","GCM1311703X1ZZZ","【成分名】ホマトロピン臭化水素酸塩","","","1","","","1","00000000","99999999"
"332","GCM1311705Q1ZZZ","【成分名】トロピカミド","","","1","","","1","00000000","99999999"
"333","GCM1311707Q1ZZZ","【成分名】ジピベフリン塩酸塩","","","1","","","1","00000000","99999999"
"334","GCM1312700X1ZZZ","【成分名】ピロカルピン塩酸塩","","","1","","","1","00000000","99999999"
"335","GCM1313700Q2ZZZ","【成分名】オキシブプロカイン塩酸塩","","","1","","","1","00000000","99999999"
"336","GCM1314700Q1ZZZ","【成分名】硝酸銀","","","1","","","1","00000000","99999999"
"337","GCM1314701X1ZZZ","【成分名】ホウ酸","","","1","","","1","00000000","99999999"
"338","GCM1314702X1ZZZ","【成分名】ホウ砂","","","1","","","1","00000000","99999999"
"339","GCM1315700M1ZZZ","【成分名】デキサメタゾン","","","1","","","1","00000000","99999999"
"340","GCM1315701Q1ZZZ","【成分名】デキサメタゾンメタスルホ安息香酸エステルナトリウム","","","1","","","1","00000000","99999999"
"341","GCM1315702Q1ZZZ","【成分名】デキサメタゾンリン酸エステルナトリウム","","","1","","","1","00000000","99999999"
"342","GCM1315704Q1ZZZ","【成分名】フルオロメトロン","","","1","","","1","00000000","99999999"
"343","GCM1315705M1ZZZ","【成分名】プレドニゾロン酢酸エステル","","","1","","","1","00000000","99999999"
"344","GCM1315706Q1ZZZ","【成分名】ベタメタゾンリン酸エステルナトリウム","","","1","","","1","00000000","99999999"
"345","GCM1316700Q1ZZZ","【成分名】ナファゾリン硝酸塩","","","1","","","1","00000000","99999999"
"346","GCM1317702Q1ZZZ","【成分名】クロラムフェニコール","","","1","","","1","00000000","99999999"
"347","GCM1317706Q1ZZZ","【成分名】ゲンタマイシン硫酸塩","","","1","","","1","00000000","99999999"
"348","GCM1317708Q1ZZZ","【成分名】トブラマイシン","","","1","","","1","00000000","99999999"
"349","GCM1317710Q1ZZZ","【成分名】ジベカシン硫酸塩","","","1","","","1","00000000","99999999"
"350","GCM1317712M1ZZZ","【成分名】ピマリシン","","","1","","","1","00000000","99999999"
"351","GCM1317713Q1ZZZ","【成分名】セフメノキシム塩酸塩","","","1","","","1","00000000","99999999"
"352","GCM1317714Q1ZZZ","【成分名】アジスロマイシン水和物","","","1","","","1","00000000","99999999"
"353","GCM1317715W1ZZZ","【成分名】マイトマイシンＣ","","","1","","","1","00000000","99999999"
"354","GCM1319004F1ZZZ","【成分名】ヘレニエン","","","1","","","1","00000000","99999999"
"355","GCM1319401F1ZZZ","【成分名】ベルテポルフィン","","","1","","","1","00000000","99999999"
"356","GCM1319402G1ZZZ","【成分名】ペガプタニブナトリウム","","","1","","","1","00000000","99999999"
"357","GCM1319403A1ZZZ","【成分名】ラニビズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"358","GCM1319404D1ZZZ","【成分名】トリアムシノロンアセトニド","","","1","","","1","00000000","99999999"
"359","GCM1319405A1ZZZ","【成分名】アフリベルセプト（遺伝子組換え）","","","1","","","1","00000000","99999999"
"360","GCM1319406G1ZZZ","【成分名】ブロルシズマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"361","GCM1319407G1ZZZ","【成分名】ラニビズマブ（遺伝子組換え）［ラニビズマブ後続１］","","","1","","","1","00000000","99999999"
"362","GCM1319408A1ZZZ","【成分名】ファリシマブ（遺伝子組換え）","","","1","","","1","00000000","99999999"
"363","GCM1319701Q1ZZZ","【成分名】カルテオロール塩酸塩","","","1","","","1","00000000","99999999"
"364","GCM1319702Q1ZZZ","【成分名】チモロールマレイン酸塩","","","1","","","1","00000000","99999999"
"365","GCM1319703Q2ZZZ","【成分名】アズレンスルホン酸ナトリウム水和物","","","1","","","1","00000000","99999999"
"366","GCM1319706Q1ZZZ","【成分名】ピレノキシン","","","1","","","1","00000000","99999999"
"367","GCM1319707Q2ZZZ","【成分名】グリチルリチン酸二カリウム","","","1","","","1","00000000","99999999"
"368","GCM1319708Q1ZZZ","【成分名】グルタチオン","","","1","","","1","00000000","99999999"
"369","GCM1319709Q3ZZZ","【成分名】コンドロイチン硫酸エステルナトリウム","","","1","","","1","00000000","99999999"
"370","GCM1319710Q2ZZZ","【成分名】シアノコバラミン","","","1","","","1","00000000","99999999"
"371","GCM1319714M1ZZZ","【成分名】フラビンアデニンジヌクレオチド","","","1","","","1","00000000","99999999"
"372","GCM1319715Q1ZZZ","【成分名】ポリビニルアルコールヨウ素","","","1","","","1","00000000","99999999"
"373","GCM1319716Q4ZZZ","【成分名】硫酸亜鉛水和物","","","1","","","1","00000000","99999999"
"374","GCM1319717Q1ZZZ","【成分名】クロモグリク酸ナトリウム","","","1","","","1","00000000","99999999"
"375","GCM1319718Q1ZZZ","【成分名】リゾチーム塩酸塩","","","1","","","1","00000000","99999999"
"376","GCM1319719M1ZZZ","【成分名】アシクロビル","","","1","","","1","00000000","99999999"
"377","GCM1319720Q1ZZZ","【成分名】精製ヒアルロン酸ナトリウム","","","1","","","1","00000000","99999999"
"378","GCM1319722M1ZZZ","【成分名】オフロキサシン","","","1","","","1","00000000","99999999"
"379","GCM1319723Q1ZZZ","【成分名】イドクスウリジン","","","1","","","1","00000000","99999999"
"380","GCM1319725Q1ZZZ","【成分名】アンレキサノクス","","","1","","","1","00000000","99999999"
"381","GCM1319727Q1ZZZ","【成分名】ノルフロキサシン","","","1","","","1","00000000","99999999"
"382","GCM1319730Q1ZZZ","【成分名】ケトチフェンフマル酸塩","","","1","","","1","00000000","99999999"
"383","GCM1319731Q2ZZZ","【成分名】オキシグルタチオン","","","1","","","1","00000000","99999999"
"384","GCM1319732Q1ZZZ","【成分名】イソプロピルウノプロストン","","","1","","","1","00000000","99999999"
"385","GCM1319733Q1ZZZ","【成分名】ベタキソロール塩酸塩","","","1","","","1","00000000","99999999"
"386","GCM1319734Q1ZZZ","【成分名】塩酸ロメフロキサシン","","","1","","","1","00000000","99999999"
"387","GCM1319735Q1ZZZ","【成分名】ペミロラストカリウム","","","1","","","1","00000000","99999999"
"388","GCM1319736Q1ZZZ","【成分名】トラニラスト","","","1","","","1","00000000","99999999"
"389","GCM1319737Q1ZZZ","【成分名】アプラクロニジン塩酸塩","","","1","","","1","00000000","99999999"
"390","GCM1319738Q1ZZZ","【成分名】ドルゾラミド塩酸塩","","","1","","","1","00000000","99999999"
"391","GCM1319739Q1ZZZ","【成分名】ラタノプロスト","","","1","","","1","00000000","99999999"
"392","GCM1319740Q1ZZZ","【成分名】ニプラジロール","","","1","","","1","00000000","99999999"
"393","GCM1319741Q1ZZZ","【成分名】イブジラスト","","","1","","","1","00000000","99999999"
"394","GCM1319742Q1ZZZ","【成分名】レボフロキサシン水和物","","","1","","","1","00000000","99999999"
"395","GCM1319743Q1ZZZ","【成分名】ブロムフェナクナトリウム水和物","","","1","","","1","00000000","99999999"
